Code_Without_Decimal,Title,OPCS_Version
R121,Cerclage of cervix of gravid uterus,4.1
R122,Removal of cerclage from cervix of gravid uterus,4.1
R123,Repositioning of retroverted gravid uterus,4.1
R124,External cephalic version,4.1
R128,Other specified operations on gravid uterus,4.1
R129,Unspecified operations on gravid uterus,4.1
R13,Other operations on fetus,4.1
R131,Sampling of fetal blood NEC,4.1
R138,Other specified other operations on fetus,4.1
R139,Unspecified other operations on fetus,4.1
R14,Surgical induction of labour,4.1
R141,Forewater rupture of amniotic membrane,4.1
R142,Hindwater rupture of amniotic membrane,4.1
R148,Other specified surgical induction of labour,4.1
R149,Unspecified surgical induction of labour,4.1
R15,Other induction of labour,4.1
R151,Medical induction of labour,4.1
R152,Mechanical induction of labour,4.1
R158,Other specified other induction of labour,4.1
R159,Unspecified other induction of labour,4.1
R17,Elective caesarean delivery,4.1
R171,Elective upper uterine segment caesarean delivery,4.1
R172,Elective lower uterine segment caesarean delivery,4.1
R178,Other specified elective caesarean delivery,4.1
R179,Unspecified elective caesarean delivery,4.1
R18,Other caesarean delivery,4.1
R181,Upper uterine segment caesarean delivery NEC,4.1
R182,Lower uterine segment caesarean delivery NEC,4.1
R188,Other specified other caesarean delivery,4.1
R189,Unspecified other caesarean delivery,4.1
R19,Breech extraction delivery,4.1
R191,Breech extraction delivery with version,4.1
R198,Other specified breech extraction delivery,4.1
R199,Unspecified breech extraction delivery,4.1
R20,Other breech delivery,4.1
R201,Spontaneous breech delivery,4.1
R202,Assisted breech delivery,4.1
R208,Other specified other breech delivery,4.1
R209,Unspecified other breech delivery,4.1
R21,Forceps cephalic delivery,4.1
R211,High forceps cephalic delivery with rotation,4.1
R212,High forceps cephalic delivery NEC,4.1
R213,Mid forceps cephalic delivery with rotation,4.1
R214,Mid forceps cephalic delivery NEC,4.1
R215,Low forceps cephalic delivery,4.1
R218,Other specified forceps cephalic delivery,4.1
R219,Unspecified forceps cephalic delivery,4.1
R22,Vacuum delivery,4.1
R221,High vacuum delivery,4.1
R222,Low vacuum delivery,4.1
R223,Vacuum delivery before full dilation of cervix,4.1
R228,Other specified vacuum delivery,4.1
R229,Unspecified vacuum delivery,4.1
R23,Cephalic vaginal delivery with abnormal presentation of head at delivery without instrument,4.1
R231,Manipulative cephalic vaginal delivery with abnormal presentation of head at delivery without instrument,4.1
R232,Non-manipulative cephalic vaginal delivery with abnormal presentation of head at delivery without instrument,4.1
R238,Other specified cephalic vaginal delivery with abnormal presentation of head at delivery without instrument,4.1
R239,Unspecified cephalic vaginal delivery with abnormal presentation of head at delivery without instrument,4.1
R24,Normal delivery,4.1
R249,All normal delivery,4.1
R25,Other methods of delivery,4.1
R251,Caesarean hysterectomy,4.1
R252,Destructive operation to facilitate delivery,4.1
R258,Other specified other methods of delivery,4.1
R259,Unspecified other methods of delivery,4.1
R27,Other operations to facilitate delivery,4.1
R271,Episiotomy to facilitate delivery,4.1
R272,Deinfibulation of vulva to facilitate delivery,4.1
R278,Other specified other operations to facilitate delivery,4.1
R279,Unspecified other operations to facilitate delivery,4.1
R28,Instrumental removal of products of conception from delivered uterus,4.1
R281,Curettage of delivered uterus,4.1
R288,Other specified instrumental removal of products of conception from delivered uterus,4.1
R289,Unspecified instrumental removal of products of conception from delivered uterus,4.1
R29,Manual removal of products of conception from delivered uterus,4.1
R291,Manual removal of placenta from delivered uterus,4.1
R298,Other specified manual removal of products of conception from delivered uterus,4.1
R299,Unspecified manual removal of products of conception from delivered uterus,4.1
R30,Other operations on delivered uterus,4.1
R301,Repositioning of inverted delivered uterus,4.1
R302,Expression of placenta,4.1
R303,Instrumental exploration of delivered uterus NEC,4.1
R304,Manual exploration of delivered uterus NEC,4.1
R308,Other specified other operations on delivered uterus,4.1
R309,Unspecified other operations on delivered uterus,4.1
R32,Repair of obstetric laceration,4.1
R321,Repair of obstetric laceration of uterus or cervix uteri,4.1
R322,Repair of obstetric laceration of perineum and sphincter of anus,4.1
R323,Repair of obstetric laceration of vagina and floor of pelvis,4.1
R324,Repair of minor obstetric laceration,4.1
R325,Repair of obstetric laceration of perineum and sphincter and mucosa of anus,4.1
R328,Other specified repair of obstetric laceration,4.1
R329,Unspecified repair of obstetric laceration,4.1
R34,Other obstetric operations,4.1
R348,Other specified other obstetric operations,4.1
R349,Unspecified other obstetric operations,4.1
R36,Routine obstetric scan,4.1
R361,Dating scan,4.1
R362,Viability scan,4.1
R363,Mid trimester scan,4.1
R368,Other specified routine obstetric scan,4.1
R369,Unspecified routine obstetric scan,4.1
R37,Non-routine obstetric scan for fetal observations,4.1
R371,Biophysical profile,4.1
R372,Detailed structural scan,4.1
R373,Fetal biometry,4.1
R374,Nuchal translucency scan,4.1
R375,Fetal ascites scan,4.1
R376,Rhesus detailed scan,4.1
R378,Other specified non-routine obstetric scan for fetal observations,4.1
R379,Unspecified non-routine obstetric scan for fetal observations,4.1
R38,Other non-routine obstetric scan,4.1
R381,Placental localisation scan,4.1
R382,Liquor volume scan,4.1
R383,Chorionicity scan,4.1
R388,Other specified other non-routine obstetric scan,4.1
R389,Unspecified other non-routine obstetric scan,4.1
R40,Other maternal physiological assessments,4.1
R401,Maternal cervical assessment,4.1
R402,Cervical length scanning at 24 weeks,4.1
R408,Other specified other maternal physiological assessments,4.1
R409,Unspecified other maternal physiological assessments,4.1
R42,Obstetric Doppler ultrasound,4.1
R421,Doppler ultrasound scan of umbilical artery,4.1
R422,Doppler ultrasound scan of uterine artery,4.1
R423,Doppler ultrasound scan of middle cerebral artery of fetus,4.1
R424,Doppler ultrasound scan of ductus venosus,4.1
R428,Other specified obstetric Doppler ultrasound,4.1
R429,Unspecified obstetric Doppler ultrasound,4.1
R43,Ultrasound monitoring,4.1
R431,Ultrasound monitoring of luteal phase,4.1
R432,Ultrasound monitoring of early pregnancy,4.1
R438,Other specified ultrasound monitoring,4.1
R439,Unspecified ultrasound monitoring,4.1
S01,Plastic excision of skin of head or neck,4.1
S011,Facelift and tightening of platysma,4.1
S012,Facelift NEC,4.1
S013,Submental lipectomy,4.1
S014,Browlift NEC,4.1
S015,Direct browlift,4.1
S016,Internal browlift,4.1
S018,Other specified plastic excision of skin of head or neck,4.1
S019,Unspecified plastic excision of skin of head or neck,4.1
S02,Plastic excision of skin of abdominal wall,4.1
S021,Abdominoplasty,4.1
S022,Abdominolipectomy,4.1
S028,Other specified plastic excision of skin of abdominal wall,4.1
S029,Unspecified plastic excision of skin of abdominal wall,4.1
S03,Plastic excision of skin of other site,4.1
S031,Buttock lift,4.1
S032,Thigh lift,4.1
S033,Excision of redundant skin or fat of arm,4.1
S038,Other specified plastic excision of skin of other site,4.1
S039,Unspecified plastic excision of skin of other site,4.1
S04,Other excision of skin,4.1
S041,Excision of sweat gland bearing skin of axilla,4.1
S042,Excision of sweat gland bearing skin of groin,4.1
S043,Excision of sweat gland bearing skin NEC,4.1
S048,Other specified other excision of skin,4.1
S049,Unspecified other excision of skin,4.1
S05,Microscopically controlled excision of lesion of skin,4.1
S051,Microscopically controlled excision of lesion of skin of head or neck using fresh tissue technique,4.1
S052,Microscopically controlled excision of lesion of skin using fresh tissue technique NEC,4.1
S053,Microscopically controlled excision of lesion of skin of head or neck using chemosurgical technique,4.1
S054,Microscopically controlled excision of lesion of skin using chemosurgical technique NEC,4.1
S055,Microscopically controlled excision of lesion of skin of head or neck NEC,4.1
S058,Other specified microscopically controlled excision of lesion of skin,4.1
S059,Unspecified microscopically controlled excision of lesion of skin,4.1
S06,Other excision of lesion of skin,4.1
S061,Marsupialisation of lesion of skin of head or neck,4.1
S062,Marsupialisation of lesion of skin NEC,4.1
S063,Shave excision of lesion of skin of head or neck,4.1
S064,Shave excision of lesion of skin NEC,4.1
S065,Excision of lesion of skin of head or neck NEC,4.1
S066,Re-excision of skin margins of head or neck,4.1
S067,Re-excision of skin margins NEC,4.1
S068,Other specified other excision of lesion of skin,4.1
S069,Unspecified other excision of lesion of skin,4.1
S07,Photodynamic therapy of skin,4.1
S071,Photodynamic therapy of skin of whole body,4.1
S072,Photodynamic laser therapy to lesion of skin,4.1
S078,Other specified photodynamic therapy of skin,4.1
S079,Unspecified photodynamic therapy of skin,4.1
S08,Curettage of lesion of skin,4.1
S081,Curettage and cauterisation of lesion of skin of head or neck,4.1
S082,Curettage and cauterisation of lesion of skin NEC,4.1
S083,Curettage of lesion of skin of head or neck NEC,4.1
S088,Other specified curettage of lesion of skin,4.1
S089,Unspecified curettage of lesion of skin,4.1
S09,Photodestruction of lesion of skin,4.1
S091,Laser destruction of lesion of skin of head or neck,4.1
S092,Laser destruction of lesion of skin NEC,4.1
S093,Photodestruction of lesion of skin of head or neck NEC,4.1
S094,Infrared photocoagulation of lesion of skin of head or neck,4.1
S095,Infrared photocoagulation of lesion of skin NEC,4.1
S098,Other specified photodestruction of lesion of skin,4.1
S099,Unspecified photodestruction of lesion of skin,4.1
S10,Other destruction of lesion of skin of head or neck,4.1
S101,Cauterisation of lesion of skin of head or neck NEC,4.1
S102,Cryotherapy to lesion of skin of head or neck,4.1
S103,Chemical peeling of lesion of skin of head or neck,4.1
S104,Electrolysis to lesion of skin of head or neck,4.1
S105,Electrodessication of lesion of skin of head or neck,4.1
S108,Other specified other destruction of lesion of skin of head or neck,4.1
S109,Unspecified other destruction of lesion of skin of head or neck,4.1
S11,Other destruction of lesion of skin of other site,4.1
S111,Cauterisation of lesion of skin NEC,4.1
S112,Cryotherapy to lesion of skin NEC,4.1
S113,Chemical peeling of lesion of skin NEC,4.1
S114,Electrolysis to lesion of skin NEC,4.1
S115,Electrodessication of lesion of skin NEC,4.1
S118,Other specified other destruction of lesion of skin of other site,4.1
S119,Unspecified other destruction of lesion of skin of other site,4.1
S12,Phototherapy to skin,4.1
S121,Ultraviolet A light therapy to skin,4.1
S122,Ultraviolet B light therapy to skin,4.1
S123,Combined photochemotherapy and ultraviolet A light therapy to skin,4.1
S124,Combined photochemotherapy and ultraviolet B light therapy to skin,4.1
S128,Other specified phototherapy to skin,4.1
S129,Unspecified phototherapy to skin,4.1
S13,Punch biopsy of skin,4.1
S131,Punch biopsy of lesion of skin of head or neck,4.1
S132,Punch biopsy of lesion of skin NEC,4.1
S138,Other specified punch biopsy of skin,4.1
S139,Unspecified punch biopsy of skin,4.1
S14,Shave biopsy of skin,4.1
S141,Shave biopsy of lesion of skin of head or neck,4.1
S142,Shave biopsy of lesion of skin NEC,4.1
S143,Shaved deep ellipse biopsy of lesion of skin of head or neck,4.1
S144,Shaved deep ellipse biopsy of lesion of skin NEC,4.1
S148,Other specified shave biopsy of skin,4.1
S149,Unspecified shave biopsy of skin,4.1
S15,Other biopsy of skin,4.1
S151,Biopsy of lesion of skin of head or neck NEC,4.1
S152,Biopsy of lesion of skin NEC,4.1
S158,Other specified other biopsy of skin,4.1
S159,Unspecified other biopsy of skin,4.1
S17,Distant flap of skin and muscle,4.1
S171,Distant myocutaneous subcutaneous pedicle flap to head or neck,4.1
S172,Distant myocutaneous subcutaneous pedicle flap NEC,4.1
S173,Distant myocutaneous flap to head or neck NEC,4.1
S174,Distant myocutaneous free flap to head or neck,4.1
S175,Distant myocutaneous free flap NEC,4.1
S178,Other specified distant flap of skin and muscle,4.1
S179,Unspecified distant flap of skin and muscle,4.1
S18,Distant flap of skin and fascia,4.1
S181,Distant fasciocutaneous subcutaneous pedicle flap to head or neck,4.1
S182,Distant fasciocutaneous subcutaneous pedicle flap NEC,4.1
S183,Distant fasciocutaneous flap to head or neck NEC,4.1
S184,Distant fasciocutaneous free flap to head or neck,4.1
S185,Distant fasciocutaneous free flap NEC,4.1
S188,Other specified distant flap of skin and fascia,4.1
S189,Unspecified distant flap of skin and fascia,4.1
S19,Distant pedicle flap of skin,4.1
S191,Distant tube pedicle flap of skin to head or neck,4.1
S192,Distant tube pedicle flap of skin NEC,4.1
S198,Other specified distant pedicle flap of skin,4.1
S199,Unspecified distant pedicle flap of skin,4.1
S20,Other distant flap of skin,4.1
S201,Axial pattern distant flap of skin to head or neck,4.1
S202,Axial pattern distant flap of skin NEC,4.1
S203,Random pattern distant flap of skin to head or neck,4.1
S204,Random pattern distant flap of skin NEC,4.1
S205,Distant flap of skin to head or neck NEC,4.1
S206,Distant free flap of skin to head or neck NEC,4.1
S207,Distant free flap of skin NEC,4.1
S208,Other specified other distant flap of skin,4.1
S209,Unspecified other distant flap of skin,4.1
S21,Hair bearing flap of skin,4.1
S211,Hair bearing flap of skin to scalp for male pattern baldness,4.1
S212,Hair bearing flap of skin to scalp NEC,4.1
S213,Hair bearing flap of skin to nasolabial area,4.1
S214,Hair bearing flap of skin to chin area,4.1
S218,Other specified hair bearing flap of skin,4.1
S219,Unspecified hair bearing flap of skin,4.1
S22,Sensory flap of skin,4.1
S221,Neurovascular island sensory flap of skin to head or neck,4.1
S222,Neurovascular island sensory flap of skin NEC,4.1
S223,Local sensory flap of skin to head or neck,4.1
S224,Local sensory flap of skin NEC,4.1
S228,Other specified sensory flap of skin,4.1
S229,Unspecified sensory flap of skin,4.1
S23,Flap operations to relax contracture of skin,4.1
S231,Z plasty to head or neck,4.1
S232,Z plasty NEC,4.1
S233,W plasty to head or neck,4.1
S234,W plasty NEC,4.1
S238,Other specified flap operations to relax contracture of skin,4.1
S239,Unspecified flap operations to relax contracture of skin,4.1
S24,Local flap of skin and muscle,4.1
S241,Local myocutaneous subcutaneous pedicle flap to head or neck,4.1
S242,Local myocutaneous subcutaneous pedicle flap NEC,4.1
S243,Local myocutaneous flap to head or neck NEC,4.1
S248,Other specified local flap of skin and muscle,4.1
S249,Unspecified local flap of skin and muscle,4.1
S25,Local flap of skin and fascia,4.1
S251,Local fasciocutaneous subcutaneous pedicle flap to head or neck,4.1
S252,Local fasciocutaneous subcutaneous pedicle flap NEC,4.1
S253,Local fasciocutaneous flap to head or neck NEC,4.1
